order,family,genus,species,model,GHMI_estimate,GHMI_se,GHMI_tval,GHMI_pval,adj_r2,dev_exp,dev_exp_diff_comp_null,sample_size,model_weight_comp_null,spatial_pval,delta_AIC
Diptera,Syrphidae,Toxomerus,Toxomerus marginatus,offset,-36.1434409747982,65.91349393288135,-0.5483466103557261,0.5878338975969309,-0.01592036069294922,0.08959415409449734,0.024053361951896265,32,0.16464933594926298,0.41435721229472605,3.2480672358627203
Lepidoptera,Pieridae,Abaeis,Abaeis nicippe,duration,-57.13896672133129,36.88688071969863,-1.549032219762011,0.13476754342693567,0.29916063010355687,0.4522609479672748,-0.03701043806844789,31,0.7351028900848591,0.20542758043011522,0
Lepidoptera,Pieridae,Abaeis,Abaeis nicippe,onset,48.57991069587182,37.57686241459485,1.2928144494843026,0.2097461887283509,0.434202163695086,0.5930118614513096,-0.06759358404144344,31,0.43333905658951355,0.09153067755491728,0.5364813585055686
Lepidoptera,Pieridae,Abaeis,Abaeis nicippe,offset,11.403735484627353,24.444359505114896,0.46651807269653195,0.6446489787597823,-0.0756530473066428,0.047762901730273276,-0.01606389953401887,31,0.2701300145454368,0.9387342362945872,1.9879260754248662
Lepidoptera,Geometridae,Prochoerodes,Prochoerodes lineola,duration,-13.014322470258884,32.782965273001466,-0.3969842984574943,0.6944997476832915,0.2424455958128363,0.3182046473226797,0.003979157723688231,31,0.20742393115465182,0.006933392432186047,2.6810476229143205
Lepidoptera,Geometridae,Prochoerodes,Prochoerodes lineola,onset,5.395502251736769,20.636156990938233,0.2614586744085174,0.7957230254012335,0.5792923967690329,0.6213666055363286,9.599006517034825e-4,31,0.19912628264662913,3.888337859025981e-6,2.783528137555038
Lepidoptera,Geometridae,Prochoerodes,Prochoerodes lineola,offset,-7.619693162597583,30.950459751314064,-0.2461899830833393,0.8073972300104029,-0.049352889495302366,0.05560216459720797,0.002084771859415663,31,0.19859149118117986,0.46787741578837744,2.7902418177951063
Diptera,Syrphidae,Toxomerus,Toxomerus geminatus,duration,78.14795551500725,53.88085630220651,1.4503844385228704,0.1584708059124364,0.22802090020099808,0.3052600613260983,0.0422731801706458,31,0.5170137425239101,0.010075248574284212,0
Diptera,Syrphidae,Toxomerus,Toxomerus geminatus,onset,-0.7647890500513759,39.03260141960729,-0.019593596691897624,0.9845116536516145,0.26628256471236644,0.33965928258430467,5.942602523012486e-6,31,0.19303918601273035,0.004142402848615112,2.8607638096464143
Diptera,Syrphidae,Toxomerus,Toxomerus geminatus,offset,72.14051549314712,51.651655784156404,1.3966738219314832,0.1748190481129465,0.1033298026362871,0.254638425610372,0.0584817929844495,31,0.3268652106712274,0.6624480728260631,1.4447954095486466
